status_id,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
1744,25,1,0,25,0,0,0,0,0
1745,38,4,1,38,0,0,0,0,0
1746,45,5,0,45,0,0,0,0,0
1747,74,2,0,74,0,0,0,0,0
1748,8,0,0,8,0,0,0,0,0
1749,2,0,0,2,0,0,0,0,0
1750,131,8,0,131,0,0,0,0,0
1751,32,3,0,32,0,0,0,0,0
1752,14,1,1,14,0,0,0,0,0
1753,90,10,4,90,0,0,0,0,0
1754,122,2,0,122,0,0,0,0,0
1755,5,0,0,5,0,0,0,0,0
1756,97,5,1,97,0,0,0,0,0
1757,31,1,0,31,0,0,0,0,0
1758,80,4,0,80,0,0,0,0,0
1759,51,1,1,51,0,0,0,0,0
1760,38,0,0,38,0,0,0,0,0
1761,102,5,0,102,0,0,0,0,0
1762,92,10,1,92,0,0,0,0,0
1763,54,4,0,54,0,0,0,0,0
1764,44,4,0,44,0,0,0,0,0
1765,78,5,1,78,0,0,0,0,0
1766,66,10,1,66,0,0,0,0,0
1767,54,6,2,54,0,0,0,0,0
1768,25,0,0,25,0,0,0,0,0
1769,74,5,1,74,0,0,0,0,0
1770,79,7,1,79,0,0,0,0,0
1771,104,3,1,104,0,0,0,0,0
1772,38,7,0,38,0,0,0,0,0
1773,17,6,0,17,0,0,0,0,0
1774,75,8,0,75,0,0,0,0,0
1775,52,3,0,52,0,0,0,0,0
1776,38,0,5,38,0,0,0,0,0
1777,58,5,0,58,0,0,0,0,0
1778,12,1,2,12,0,0,0,0,0
1779,4,0,2,4,0,0,0,0,0
1780,28,4,0,28,0,0,0,0,0
1781,4,0,1,4,0,0,0,0,0
1782,51,0,0,51,0,0,0,0,0
1783,18,1,0,18,0,0,0,0,0
1784,45,0,0,45,0,0,0,0,0
1785,14,0,0,14,0,0,0,0,0
1786,54,1,0,54,0,0,0,0,0
1787,65,4,0,65,0,0,0,0,0
1788,73,0,0,73,0,0,0,0,0
1789,43,3,0,43,0,0,0,0,0
1790,28,4,1,28,0,0,0,0,0
1791,22,1,0,22,0,0,0,0,0
1792,39,3,0,39,0,0,0,0,0
1793,62,8,0,62,0,0,0,0,0
1794,20,2,0,20,0,0,0,0,0
1795,17,0,0,17,0,0,0,0,0
1796,49,7,0,49,0,0,0,0,0
1797,62,7,0,62,0,0,0,0,0
1798,43,2,0,43,0,0,0,0,0
1799,30,1,0,30,0,0,0,0,0
1800,28,0,0,28,0,0,0,0,0
1801,49,2,2,49,0,0,0,0,0
1802,67,6,0,67,0,0,0,0,0
1803,20,1,0,20,0,0,0,0,0
1804,81,5,0,81,0,0,0,0,0
1805,58,6,1,58,0,0,0,0,0
1806,13,5,0,13,0,0,0,0,0
1807,47,0,0,47,0,0,0,0,0
1808,7,0,2,7,0,0,0,0,0
1809,62,2,1,62,0,0,0,0,0
1810,84,6,0,84,0,0,0,0,0
1811,23,2,0,23,0,0,0,0,0
1812,19,4,0,19,0,0,0,0,0
1813,13,0,1,13,0,0,0,0,0
1814,8,1,1,8,0,0,0,0,0
1815,35,1,0,35,0,0,0,0,0
1816,37,0,0,37,0,0,0,0,0
1817,73,10,0,73,0,0,0,0,0
1818,114,9,0,114,0,0,0,0,0
1819,69,6,0,69,0,0,0,0,0
1820,43,0,0,43,0,0,0,0,0
1821,106,3,0,106,0,0,0,0,0
1822,69,2,0,69,0,0,0,0,0
1823,65,2,0,65,0,0,0,0,0
1824,52,0,0,52,0,0,0,0,0
1825,79,1,0,79,0,0,0,0,0
1826,49,1,0,49,0,0,0,0,0
1827,31,0,0,31,0,0,0,0,0
1828,7,0,2,7,0,0,0,0,0
1829,6,0,2,6,0,0,0,0,0
1830,7,0,0,7,0,0,0,0,0
1831,5,1,1,5,0,0,0,0,0
1832,18,1,0,18,0,0,0,0,0
1833,32,0,7,32,0,0,0,0,0
1834,33,1,0,33,0,0,0,0,0
1835,97,0,0,97,0,0,0,0,0
1836,102,16,0,102,0,0,0,0,0
1837,38,10,0,38,0,0,0,0,0
1838,16,2,0,16,0,0,0,0,0
1839,3,1,2,3,0,0,0,0,0
1840,27,0,5,27,0,0,0,0,0
1841,78,4,35,78,0,0,0,0,0
1842,29,0,0,29,0,0,0,0,0
1843,66,9,0,66,0,0,0,0,0
1844,78,16,0,78,0,0,0,0,0
1845,57,9,1,57,0,0,0,0,0
1846,19,4,0,19,0,0,0,0,0
1847,82,14,0,82,0,0,0,0,0
1848,5,4,1,5,0,0,0,0,0
1849,52,5,0,52,0,0,0,0,0
1850,45,14,0,45,0,0,0,0,0
1851,41,19,11,41,0,0,0,0,0
1852,55,10,0,55,0,0,0,0,0
1853,40,1,0,40,0,0,0,0,0
1854,48,4,0,48,0,0,0,0,0
1855,53,7,0,53,0,0,0,0,0
1856,5,0,0,5,0,0,0,0,0
1857,0,0,0,0,0,0,0,0,0
1858,74,6,0,74,0,0,0,0,0
1859,7,1,2,7,0,0,0,0,0
1860,96,214,0,96,0,0,0,0,0
1861,43,2,0,43,0,0,0,0,0
1862,13,3,0,13,0,0,0,0,0
1863,28,3,0,28,0,0,0,0,0
1864,34,0,1,34,0,0,0,0,0
1865,83,1,0,83,0,0,0,0,0
1866,7,0,0,7,0,0,0,0,0
1867,34,0,0,34,0,0,0,0,0
1868,97,3,0,97,0,0,0,0,0
1869,24,4,0,24,0,0,0,0,0
1870,106,18,0,106,0,0,0,0,0
1871,131,4,0,131,0,0,0,0,0
1872,132,7,0,132,0,0,0,0,0
1873,79,5,0,79,0,0,0,0,0
1874,71,2,7,71,0,0,0,0,0
1875,55,8,5,55,0,0,0,0,0
1876,51,9,0,51,0,0,0,0,0
1877,46,3,1,46,0,0,0,0,0
1878,5,2,2,5,0,0,0,0,0
1879,52,5,0,52,0,0,0,0,0
1880,18,0,0,18,0,0,0,0,0
1881,207,13,0,207,0,0,0,0,0
1882,105,5,0,105,0,0,0,0,0
1883,30,0,0,30,0,0,0,0,0
1884,32,0,0,32,0,0,0,0,0
1885,44,10,0,44,0,0,0,0,0
1886,100,28,1,100,0,0,0,0,0
1887,58,4,0,58,0,0,0,0,0
1888,22,1,0,22,0,0,0,0,0
1889,26,0,0,26,0,0,0,0,0
1890,45,4,0,45,0,0,0,0,0
1891,21,0,0,21,0,0,0,0,0
1892,75,15,0,75,0,0,0,0,0
1893,21,0,1,21,0,0,0,0,0
1894,72,23,0,72,0,0,0,0,0
1895,50,1,0,50,0,0,0,0,0
1896,26,6,0,26,0,0,0,0,0
1897,46,9,0,46,0,0,0,0,0
1898,80,7,0,80,0,0,0,0,0
1899,41,11,0,41,0,0,0,0,0
1900,69,6,0,69,0,0,0,0,0
1901,3,2,2,3,0,0,0,0,0
1902,21,4,0,21,0,0,0,0,0
1903,64,1,0,64,0,0,0,0,0
1904,60,19,0,60,0,0,0,0,0
1905,25,3,0,25,0,0,0,0,0
1906,48,17,0,48,0,0,0,0,0
1907,45,4,0,45,0,0,0,0,0
1908,2,0,1,2,0,0,0,0,0
1909,7,0,1,7,0,0,0,0,0
1910,61,13,0,61,0,0,0,0,0
1911,16,9,0,16,0,0,0,0,0
1912,27,3,0,27,0,0,0,0,0
1913,42,16,11,42,0,0,0,0,0
1914,65,0,0,65,0,0,0,0,0
1915,44,4,0,44,0,0,0,0,0
1916,55,12,0,55,0,0,0,0,0
1917,59,7,0,59,0,0,0,0,0
1918,51,6,0,51,0,0,0,0,0
1919,41,1,0,41,0,0,0,0,0
1920,12,5,0,12,0,0,0,0,0
1921,57,7,0,57,0,0,0,0,0
1922,55,7,0,55,0,0,0,0,0
1923,76,4,0,76,0,0,0,0,0
1924,103,14,0,103,0,0,0,0,0
1925,46,2,0,46,0,0,0,0,0
1926,74,14,0,74,0,0,0,0,0
1927,25,0,0,25,0,0,0,0,0
1928,34,0,0,34,0,0,0,0,0
1929,50,1,0,50,0,0,0,0,0
1930,47,0,0,47,0,0,0,0,0
1931,64,2,0,64,0,0,0,0,0
1932,40,1,0,40,0,0,0,0,0
1933,58,1,0,58,0,0,0,0,0
1934,67,3,0,67,0,0,0,0,0
1935,50,3,0,50,0,0,0,0,0
1936,53,1,0,53,0,0,0,0,0
1937,67,8,0,67,0,0,0,0,0
1938,90,12,0,90,0,0,0,0,0
1939,60,2,0,60,0,0,0,0,0
1940,30,8,0,30,0,0,0,0,0
1941,52,10,0,52,0,0,0,0,0
1942,5,0,0,5,0,0,0,0,0
1943,56,14,0,56,0,0,0,0,0
1944,26,2,0,26,0,0,0,0,0
1945,71,11,0,71,0,0,0,0,0
1946,53,4,0,53,0,0,0,0,0
1947,35,2,0,35,0,0,0,0,0
1948,31,2,0,31,0,0,0,0,0
1949,45,0,0,45,0,0,0,0,0
1950,20,1,0,20,0,0,0,0,0
1951,3,2,2,3,0,0,0,0,0
1952,48,0,0,48,0,0,0,0,0
1953,18,0,0,18,0,0,0,0,0
1954,56,10,0,56,0,0,0,0,0
1955,64,2,1,64,0,0,0,0,0
1956,63,0,0,63,0,0,0,0,0
1957,40,9,2,40,0,0,0,0,0
1958,92,1,0,92,0,0,0,0,0
1959,53,0,0,53,0,0,0,0,0
1960,33,0,0,33,0,0,0,0,0
1961,84,6,0,84,0,0,0,0,0
1962,87,11,0,87,0,0,0,0,0
1963,26,0,0,26,0,0,0,0,0
1964,22,0,0,22,0,0,0,0,0
1965,78,0,5,78,0,0,0,0,0
1966,67,6,7,67,0,0,0,0,0
1967,26,1,0,26,0,0,0,0,0
1968,14,0,0,14,0,0,0,0,0
1969,18,0,0,18,0,0,0,0,0
1970,24,0,0,24,0,0,0,0,0
1971,27,0,0,27,0,0,0,0,0
1972,30,11,0,30,0,0,0,0,0
1973,34,4,0,34,0,0,0,0,0
1974,26,1,1,26,0,0,0,0,0
1975,38,4,0,38,0,0,0,0,0
1976,55,5,0,55,0,0,0,0,0
1977,80,9,0,80,0,0,0,0,0
1978,33,3,0,33,0,0,0,0,0
1979,44,10,0,44,0,0,0,0,0
1980,41,7,0,41,0,0,0,0,0
1981,30,3,0,30,0,0,0,0,0
1982,34,0,0,34,0,0,0,0,0
1983,30,0,0,30,0,0,0,0,0
1984,38,9,0,38,0,0,0,0,0
1985,24,4,1,24,0,0,0,0,0
1986,37,2,0,37,0,0,0,0,0
1987,18,3,0,18,0,0,0,0,0
1988,55,15,0,55,0,0,0,0,0
1989,54,3,0,54,0,0,0,0,0
1990,67,11,0,67,0,0,0,0,0
1991,94,18,0,94,0,0,0,0,0
1992,41,2,0,41,0,0,0,0,0
1993,36,2,0,36,0,0,0,0,0
1994,65,3,1,65,0,0,0,0,0
1995,90,6,0,90,0,0,0,0,0
1996,42,2,0,42,0,0,0,0,0
1997,48,4,0,48,0,0,0,0,0
1998,45,10,0,45,0,0,0,0,0
1999,47,2,0,47,0,0,0,0,0
2000,31,4,0,31,0,0,0,0,0
2001,105,23,0,105,0,0,0,0,0
2002,48,0,0,48,0,0,0,0,0
2003,37,5,0,37,0,0,0,0,0
2004,5,2,2,5,0,0,0,0,0
2005,11,0,0,11,0,0,0,0,0
2006,27,11,1,27,0,0,0,0,0
2007,2,0,0,2,0,0,0,0,0
2008,43,1,0,43,0,0,0,0,0
2009,46,4,0,46,0,0,0,0,0
2010,53,3,0,53,0,0,0,0,0
2011,10,1,0,10,0,0,0,0,0
2012,22,5,0,22,0,0,0,0,0
2013,12,3,1,12,0,0,0,0,0
2014,50,6,0,50,0,0,0,0,0
2015,47,13,0,47,0,0,0,0,0
2016,14,0,2,14,0,0,0,0,0
2017,1,0,0,1,0,0,0,0,0
2018,25,18,0,25,0,0,0,0,0
2019,16,0,0,16,0,0,0,0,0
2020,46,2,0,46,0,0,0,0,0
2021,76,1,0,76,0,0,0,0,0
2022,16,0,0,16,0,0,0,0,0
2023,40,1,0,40,0,0,0,0,0
2024,83,15,0,83,0,0,0,0,0
2025,89,28,1,89,0,0,0,0,0
2026,30,0,0,30,0,0,0,0,0
2027,12,0,0,12,0,0,0,0,0
2028,52,17,0,52,0,0,0,0,0
2029,58,19,0,58,0,0,0,0,0
2030,22,4,0,22,0,0,0,0,0
2031,6,0,0,6,0,0,0,0,0
2032,30,2,0,30,0,0,0,0,0
2033,58,5,0,58,0,0,0,0,0
2034,32,4,5,32,0,0,0,0,0
2035,48,5,0,48,0,0,0,0,0
2036,43,4,0,43,0,0,0,0,0
2037,30,0,0,30,0,0,0,0,0
2038,41,3,0,41,0,0,0,0,0
2039,42,10,0,42,0,0,0,0,0
2040,59,6,0,59,0,0,0,0,0
2041,17,0,0,17,0,0,0,0,0
2042,47,0,0,47,0,0,0,0,0
2043,14,5,2,14,0,0,0,0,0
2044,12,1,0,12,0,0,0,0,0
2045,30,23,4,30,0,0,0,0,0
2046,25,3,1,25,0,0,0,0,0
2047,0,0,0,0,0,0,0,0,0
2048,4,1,0,4,0,0,0,0,0
2049,3,0,0,3,0,0,0,0,0
2050,5,1,1,5,0,0,0,0,0
2051,2,0,0,2,0,0,0,0,0
2052,11,6,0,11,0,0,0,0,0
2053,38,10,0,38,0,0,0,0,0
2054,13,0,0,13,0,0,0,0,0
2055,19,0,0,19,0,0,0,0,0
2056,15,1,0,15,0,0,0,0,0
2057,21,4,0,21,0,0,0,0,0
2058,42,2,0,42,0,0,0,0,0
2059,12,0,0,12,0,0,0,0,0
2060,19,4,0,19,0,0,0,0,0
2061,24,2,0,24,0,0,0,0,0
2062,32,1,0,32,0,0,0,0,0
2063,15,8,0,15,0,0,0,0,0
2064,22,4,0,22,0,0,0,0,0
2065,33,8,0,33,0,0,0,0,0
2066,11,6,0,11,0,0,0,0,0
2067,47,6,0,47,0,0,0,0,0
2068,41,7,0,41,0,0,0,0,0
2069,29,4,0,29,0,0,0,0,0
2070,48,7,0,48,0,0,0,0,0
2071,13,8,0,13,0,0,0,0,0
2072,32,2,0,32,0,0,0,0,0
2073,42,8,0,42,0,0,0,0,0
2074,26,5,0,26,0,0,0,0,0
2075,67,25,0,67,0,0,0,0,0
2076,23,4,0,23,0,0,0,0,0
2077,33,4,0,33,0,0,0,0,0
2078,25,3,0,25,0,0,0,0,0
2079,22,4,0,22,0,0,0,0,0
2080,26,0,0,26,0,0,0,0,0
2081,38,10,0,38,0,0,0,0,0
2082,50,19,0,50,0,0,0,0,0
2083,29,1,0,29,0,0,0,0,0
2084,26,0,0,26,0,0,0,0,0
2085,25,1,0,25,0,0,0,0,0
2086,15,0,0,15,0,0,0,0,0
2087,18,0,0,18,0,0,0,0,0
2088,28,4,0,28,0,0,0,0,0
2089,14,23,0,14,0,0,0,0,0
2090,20,2,0,20,0,0,0,0,0
2091,17,21,0,17,0,0,0,0,0
2092,34,0,0,34,0,0,0,0,0
2093,17,11,0,17,0,0,0,0,0
2094,40,6,0,40,0,0,0,0,0
2095,21,5,0,21,0,0,0,0,0
2096,14,4,0,14,0,0,0,0,0
2097,43,17,1,43,0,0,0,0,0
2098,27,5,0,27,0,0,0,0,0
2099,35,22,0,35,0,0,0,0,0
2100,24,1,0,24,0,0,0,0,0
2101,30,4,0,30,0,0,0,0,0
2102,21,2,0,21,0,0,0,0,0
2103,41,7,0,41,0,0,0,0,0
2104,15,1,0,15,0,0,0,0,0
2105,27,6,0,27,0,0,0,0,0
2106,22,3,0,22,0,0,0,0,0
2107,36,13,0,36,0,0,0,0,0
2108,10,18,0,10,0,0,0,0,0
2109,24,5,0,24,0,0,0,0,0
2110,19,1,0,19,0,0,0,0,0
2111,63,25,0,63,0,0,0,0,0
2112,47,15,0,47,0,0,0,0,0
2113,57,11,0,57,0,0,0,0,0
2114,14,4,0,14,0,0,0,0,0
2115,35,5,0,35,0,0,0,0,0
2116,12,0,2,12,0,0,0,0,0
2117,15,3,0,15,0,0,0,0,0
2118,31,15,0,31,0,0,0,0,0
2119,45,5,0,45,0,0,0,0,0
2120,35,24,0,35,0,0,0,0,0
2121,38,30,0,38,0,0,0,0,0
2122,26,11,0,26,0,0,0,0,0
2123,35,11,0,35,0,0,0,0,0
2124,53,36,0,53,0,0,0,0,0
2125,26,0,0,26,0,0,0,0,0
2126,16,0,0,16,0,0,0,0,0
2127,28,7,0,28,0,0,0,0,0
2128,16,1,1,16,0,0,0,0,0
2129,26,16,0,26,0,0,0,0,0
2130,26,11,0,26,0,0,0,0,0
2131,27,14,0,27,0,0,0,0,0
2132,33,6,0,33,0,0,0,0,0
2133,27,8,0,27,0,0,0,0,0
2134,37,10,0,37,0,0,0,0,0
2135,23,5,1,23,0,0,0,0,0
2136,13,0,0,13,0,0,0,0,0
2137,17,8,0,17,0,0,0,0,0
2138,30,0,0,30,0,0,0,0,0
2139,18,13,0,18,0,0,0,0,0
2140,30,9,0,30,0,0,0,0,0
2141,26,7,0,26,0,0,0,0,0
2142,16,9,0,16,0,0,0,0,0
2143,47,5,0,47,0,0,0,0,0
2144,16,7,0,16,0,0,0,0,0
2145,13,9,1,13,0,0,0,0,0
2146,32,13,1,32,0,0,0,0,0
2147,21,11,0,21,0,0,0,0,0
2148,24,8,0,24,0,0,0,0,0
2149,22,4,0,22,0,0,0,0,0
2150,14,2,0,14,0,0,0,0,0
2151,24,12,3,24,0,0,0,0,0
2152,24,1,0,24,0,0,0,0,0
2153,18,20,0,18,0,0,0,0,0
2154,14,2,0,14,0,0,0,0,0
2155,17,4,0,17,0,0,0,0,0
2156,14,0,0,14,0,0,0,0,0
2157,16,0,0,16,0,0,0,0,0
2158,15,0,0,15,0,0,0,0,0
2159,11,1,0,11,0,0,0,0,0
2160,15,0,1,15,0,0,0,0,0
2161,15,1,0,15,0,0,0,0,0
2162,16,8,0,16,0,0,0,0,0
2163,14,0,0,14,0,0,0,0,0
2164,17,0,0,17,0,0,0,0,0
2165,0,0,1,0,0,0,0,0,0
2166,32,2,0,32,0,0,0,0,0
2167,29,7,5,29,0,0,0,0,0
2168,19,12,0,19,0,0,0,0,0
2169,49,5,0,49,0,0,0,0,0
2170,62,25,1,62,0,0,0,0,0
2171,9,11,0,9,0,0,0,0,0
2172,33,7,0,33,0,0,0,0,0
2173,40,28,0,40,0,0,0,0,0
2174,46,31,0,46,0,0,0,0,0
2175,31,11,0,31,0,0,0,0,0
2176,15,0,0,15,0,0,0,0,0
2177,40,17,0,40,0,0,0,0,0
2178,20,5,0,20,0,0,0,0,0
2179,32,9,1,32,0,0,0,0,0
2180,34,11,1,34,0,0,0,0,0
2181,14,0,0,14,0,0,0,0,0
2182,16,10,2,16,0,0,0,0,0
2183,5,0,1,5,0,0,0,0,0
2184,21,0,0,21,0,0,0,0,0
2185,18,1,0,18,0,0,0,0,0
2186,14,6,0,14,0,0,0,0,0
2187,23,0,0,23,0,0,0,0,0
2188,20,22,0,20,0,0,0,0,0
2189,24,24,0,24,0,0,0,0,0
2190,24,30,0,24,0,0,0,0,0
2191,19,25,0,19,0,0,0,0,0
2192,4,0,0,4,0,0,0,0,0
2193,35,7,0,35,0,0,0,0,0
2194,15,4,0,15,0,0,0,0,0
2195,16,2,0,16,0,0,0,0,0
2196,20,6,0,20,0,0,0,0,0
2197,15,18,0,15,0,0,0,0,0
2198,23,4,0,23,0,0,0,0,0
2199,18,0,0,18,0,0,0,0,0
2200,16,4,0,16,0,0,0,0,0
2201,17,1,0,17,0,0,0,0,0
2202,15,11,0,15,0,0,0,0,0
2203,27,1,0,27,0,0,0,0,0
2204,25,6,0,25,0,0,0,0,0
2205,24,8,0,24,0,0,0,0,0
2206,14,0,1,14,0,0,0,0,0
2207,22,3,0,22,0,0,0,0,0
2208,15,3,0,15,0,0,0,0,0
2209,34,44,0,34,0,0,0,0,0
2210,14,3,9,14,0,0,0,0,0
2211,18,2,0,18,0,0,0,0,0
2212,13,3,0,13,0,0,0,0,0
2213,14,1,0,14,0,0,0,0,0
2214,30,0,1,30,0,0,0,0,0
2215,30,8,0,30,0,0,0,0,0
2216,18,3,0,18,0,0,0,0,0
2217,24,2,0,24,0,0,0,0,0
2218,21,0,0,21,0,0,0,0,0
2219,8,16,0,8,0,0,0,0,0
2220,23,3,0,23,0,0,0,0,0
2221,27,2,0,27,0,0,0,0,0
2222,9,10,0,9,0,0,0,0,0
2223,12,0,0,12,0,0,0,0,0
2224,22,1,0,22,0,0,0,0,0
2225,18,6,0,18,0,0,0,0,0
2226,17,6,0,17,0,0,0,0,0
2227,18,0,0,18,0,0,0,0,0
2228,16,2,0,16,0,0,0,0,0
2229,16,0,0,16,0,0,0,0,0
2230,13,2,2,13,0,0,0,0,0
2231,19,3,0,19,0,0,0,0,0
2232,2,0,0,2,0,0,0,0,0
2233,17,1,0,17,0,0,0,0,0
2234,14,1,0,14,0,0,0,0,0
2235,2,0,0,2,0,0,0,0,0
2236,13,2,0,13,0,0,0,0,0
2237,1,0,0,1,0,0,0,0,0
2238,18,3,0,18,0,0,0,0,0
2239,23,7,0,23,0,0,0,0,0
2240,17,1,0,17,0,0,0,0,0
2241,17,6,0,17,0,0,0,0,0
2242,14,1,0,14,0,0,0,0,0
2243,1,0,1,1,0,0,0,0,0
2244,10,1,0,10,0,0,0,0,0
2245,13,12,0,13,0,0,0,0,0
2246,35,25,0,35,0,0,0,0,0
2247,4,0,0,4,0,0,0,0,0
2248,15,12,0,15,0,0,0,0,0
2249,11,6,0,11,0,0,0,0,0
2250,8,15,0,8,0,0,0,0,0
2251,11,3,0,11,0,0,0,0,0
2252,22,6,0,22,0,0,0,0,0
2253,10,6,0,10,0,0,0,0,0
2254,11,6,0,11,0,0,0,0,0
2255,14,23,0,14,0,0,0,0,0
2256,21,5,0,21,0,0,0,0,0
2257,26,4,0,26,0,0,0,0,0
2258,25,9,1,25,0,0,0,0,0
2259,10,11,0,10,0,0,0,0,0
2260,11,2,0,11,0,0,0,0,0
2261,22,7,0,22,0,0,0,0,0
2262,11,1,1,11,0,0,0,0,0
2263,14,2,1,14,0,0,0,0,0
2264,33,17,0,33,0,0,0,0,0
2265,19,7,0,19,0,0,0,0,0
2266,27,2,0,27,0,0,0,0,0
2267,20,16,0,20,0,0,0,0,0
2268,27,13,0,27,0,0,0,0,0
2269,19,18,0,19,0,0,0,0,0
2270,10,9,0,10,0,0,0,0,0
2271,27,18,1,27,0,0,0,0,0
2272,87,28,0,87,0,0,0,0,0
2273,24,7,0,24,0,0,0,0,0
2274,16,4,0,16,0,0,0,0,0
2275,12,0,0,12,0,0,0,0,0
2276,16,5,0,16,0,0,0,0,0
2277,21,8,0,21,0,0,0,0,0
2278,28,1,1,28,0,0,0,0,0
2279,20,0,0,20,0,0,0,0,0
2280,15,3,0,15,0,0,0,0,0
2281,36,5,0,36,0,0,0,0,0
2282,23,0,0,23,0,0,0,0,0
2283,31,12,0,31,0,0,0,0,0
2284,19,0,0,19,0,0,0,0,0
2285,16,4,0,16,0,0,0,0,0
2286,30,11,0,30,0,0,0,0,0
2287,22,2,0,22,0,0,0,0,0
2288,14,1,2,14,0,0,0,0,0
2289,11,7,0,11,0,0,0,0,0
2290,21,4,0,21,0,0,0,0,0
2291,30,12,0,30,0,0,0,0,0
2292,37,13,0,37,0,0,0,0,0
2293,10,5,0,10,0,0,0,0,0
2294,21,6,0,21,0,0,0,0,0
2295,15,1,0,15,0,0,0,0,0
2296,19,3,0,19,0,0,0,0,0
2297,14,1,0,14,0,0,0,0,0
2298,14,8,0,14,0,0,0,0,0
2299,12,0,0,12,0,0,0,0,0
2300,14,12,0,14,0,0,0,0,0
2301,16,3,0,16,0,0,0,0,0
2302,16,0,0,16,0,0,0,0,0
2303,20,3,0,20,0,0,0,0,0
2304,30,10,0,30,0,0,0,0,0
2305,14,8,0,14,0,0,0,0,0
2306,35,10,0,35,0,0,0,0,0
2307,21,4,0,21,0,0,0,0,0
2308,20,7,0,20,0,0,0,0,0
2309,22,10,13,22,0,0,0,0,0
2310,32,14,0,32,0,0,0,0,0
2311,12,6,0,12,0,0,0,0,0
2312,11,6,0,11,0,0,0,0,0
2313,12,0,0,12,0,0,0,0,0
2314,12,0,0,12,0,0,0,0,0
2315,16,1,0,16,0,0,0,0,0
2316,21,5,1,21,0,0,0,0,0
2317,14,2,0,14,0,0,0,0,0
2318,16,3,0,16,0,0,0,0,0
2319,14,0,0,14,0,0,0,0,0
2320,22,12,0,22,0,0,0,0,0
2321,18,0,0,18,0,0,0,0,0
2322,25,10,0,25,0,0,0,0,0
2323,22,28,0,22,0,0,0,0,0
2324,9,6,0,9,0,0,0,0,0
2325,16,3,0,16,0,0,0,0,0
2326,16,7,0,16,0,0,0,0,0
2327,25,5,0,25,0,0,0,0,0
2328,12,5,0,12,0,0,0,0,0
2329,18,2,0,18,0,0,0,0,0
2330,19,12,0,19,0,0,0,0,0
2331,25,0,0,25,0,0,0,0,0
2332,23,11,0,23,0,0,0,0,0
2333,14,3,0,14,0,0,0,0,0
2334,24,3,0,24,0,0,0,0,0
2335,36,8,0,36,0,0,0,0,0
2336,22,6,0,22,0,0,0,0,0
2337,28,6,0,28,0,0,0,0,0
2338,15,10,0,15,0,0,0,0,0
2339,22,5,0,22,0,0,0,0,0
2340,21,1,0,21,0,0,0,0,0
2341,32,7,0,32,0,0,0,0,0
2342,19,1,3,19,0,0,0,0,0
2343,12,5,0,12,0,0,0,0,0
2344,12,3,0,12,0,0,0,0,0
2345,22,11,0,22,0,0,0,0,0
2346,17,2,0,17,0,0,0,0,0
2347,13,0,0,13,0,0,0,0,0
2348,24,2,2,24,0,0,0,0,0
2349,16,10,0,16,0,0,0,0,0
2350,19,17,1,19,0,0,0,0,0
2351,31,13,0,31,0,0,0,0,0
2352,11,4,0,11,0,0,0,0,0
2353,21,0,0,21,0,0,0,0,0
2354,17,5,0,17,0,0,0,0,0
2355,23,0,0,23,0,0,0,0,0
2356,17,2,2,17,0,0,0,0,0
2357,23,2,2,23,0,0,0,0,0
2358,16,3,0,16,0,0,0,0,0
2359,22,4,0,22,0,0,0,0,0
2360,14,7,0,14,0,0,0,0,0
2361,25,2,0,25,0,0,0,0,0
2362,19,6,0,19,0,0,0,0,0
2363,11,4,0,11,0,0,0,0,0
2364,21,12,0,21,0,0,0,0,0
2365,12,2,0,12,0,0,0,0,0
2366,12,14,0,12,0,0,0,0,0
2367,12,0,0,12,0,0,0,0,0
2368,36,5,0,36,0,0,0,0,0
2369,12,1,0,12,0,0,0,0,0
2370,11,0,0,11,0,0,0,0,0
2371,38,10,0,38,0,0,0,0,0
2372,37,8,0,37,0,0,0,0,0
2373,49,10,0,49,0,0,0,0,0
2374,11,1,0,11,0,0,0,0,0
2375,10,5,0,10,0,0,0,0,0
2376,9,4,0,9,0,0,0,0,0
2377,13,4,0,13,0,0,0,0,0
2378,18,4,0,18,0,0,0,0,0
2379,15,0,0,15,0,0,0,0,0
2380,14,0,0,14,0,0,0,0,0
2381,21,1,0,21,0,0,0,0,0
2382,14,3,0,14,0,0,0,0,0
2383,16,3,0,16,0,0,0,0,0
2384,12,4,0,12,0,0,0,0,0
2385,12,2,0,12,0,0,0,0,0
2386,23,5,0,23,0,0,0,0,0
2387,35,9,1,35,0,0,0,0,0
2388,18,4,0,18,0,0,0,0,0
2389,12,1,0,12,0,0,0,0,0
2390,25,1,0,25,0,0,0,0,0
2391,19,10,0,19,0,0,0,0,0
2392,13,5,0,13,0,0,0,0,0
2393,14,11,0,14,0,0,0,0,0
2394,36,13,0,36,0,0,0,0,0
2395,37,13,0,37,0,0,0,0,0
2396,16,8,0,16,0,0,0,0,0
2397,25,15,0,25,0,0,0,0,0
2398,28,4,0,28,0,0,0,0,0
2399,26,3,0,26,0,0,0,0,0
2400,32,6,0,32,0,0,0,0,0
2401,35,12,0,35,0,0,0,0,0
2402,26,2,0,26,0,0,0,0,0
2403,21,3,0,21,0,0,0,0,0
2404,34,12,0,34,0,0,0,0,0
2405,10,7,0,10,0,0,0,0,0
2406,20,10,0,20,0,0,0,0,0
2407,25,6,0,25,0,0,0,0,0
